sku,name,weight,status,tax_code,channel
EQYBS03744-bsg6-30,"Crypt Scallop 20"" Boardshorts",0.5,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03744-bsg6-31,"Crypt Scallop 20"" Boardshorts",0.5,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03744-bsg6-32,"Crypt Scallop 20"" Boardshorts",0.5,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03744-bsg6-33,"Crypt Scallop 20"" Boardshorts",0.5,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03744-bsg6-34,"Crypt Scallop 20"" Boardshorts",0.5,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03744-bsg6-36,"Crypt Scallop 20"" Boardshorts",0.5,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03744-bsg6-38,"Crypt Scallop 20"" Boardshorts",0.5,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03744-bsg6-40,"Crypt Scallop 20"" Boardshorts",0.5,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bpb6-28,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bpb6-29,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bpb6-30,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bpb6-31,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bpb6-32,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bpb6-33,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bpb6-34,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bpb6-36,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bpb6-38,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bpb6-40,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bmm6-28,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bmm6-29,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bmm6-30,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bmm6-31,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bmm6-32,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bmm6-33,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bmm6-34,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bmm6-36,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bmm6-38,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bmm6-40,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-ggg6-28,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-ggg6-29,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-ggg6-30,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-ggg6-31,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-ggg6-32,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-ggg6-33,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-ggg6-34,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-ggg6-36,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-ggg6-38,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-ggg6-40,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-kvj6-28,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-kvj6-29,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-kvj6-30,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-kvj6-31,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-kvj6-32,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-kvj6-33,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-kvj6-34,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-kvj6-36,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-kvj6-38,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-kvj6-40,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg7-28,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg7-29,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg7-30,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg7-31,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg7-32,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg7-33,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg7-34,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg7-36,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg7-38,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg7-40,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg6-28,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg6-29,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg6-30,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg6-31,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg6-32,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg6-33,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg6-34,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
EQYBS03573-bsg6-36,"Everyday Blocked Vee 20"" Boardshorts",0.75,enabled,DE_high,sales_channel_de_munchen;sales_channel_de_berlin;sales_channel_de_frankfurt;sales_channel_us_webshop;sales_channel_de_webshop;sales_channel_de_outlet_webshop;sales_channel_fr_webshop;sales_channel_uk_webshop;sales_channel_de_ebay;sales_channel_us_amazon
